_id,name,state,type
609655099836f138857beb32,MAINPURI,UTTAR PRADESH,TO
6096550a9836f138857beb33,MAU,UTTAR PRADESH,TO
6096550b9836f138857beb34,MIRZAPUR,UTTAR PRADESH,TO
6096550c9836f138857beb35,PILIBHIT,UTTAR PRADESH,TO
6096550d9836f138857beb36,PRATAPGARH(UP),UTTAR PRADESH,TO
6096550e9836f138857beb37,RAMPUR,UTTAR PRADESH,TO
6096550f9836f138857beb38,SAMBHAL,UTTAR PRADESH,TO
609655109836f138857beb39,SANT KABEER NAGAR,UTTAR PRADESH,TO
609655119836f138857beb3a,SHAMLI,UTTAR PRADESH,TO
609655129836f138857beb3b,SHRAVASTI,UTTAR PRADESH,TO
609655149836f138857beb3c,SIDDHARTH NAGAR,UTTAR PRADESH,TO
609655159836f138857beb3d,SITAPUR,UTTAR PRADESH,TO
609655169836f138857beb3e,SONBHADRA,UTTAR PRADESH,TO
609655179836f138857beb3f,SULTANPUR,UTTAR PRADESH,TO
609655189836f138857beb40,PURBA BARDHAMAN,WEST BENGAL,TO
609655199836f138857beb41,DAKSHIN DINAJPUR,WEST BENGAL,TO
6096551a9836f138857beb42,PASCHIM MEDINIPUR,WEST BENGAL,TO
609901021f85b704225e42f9,HOWRAH,WEST BENGAL,FROM
609cba2dabf0c85fe0bbf05c,CHITTOOR,ANDHRA PRADESH,FROM
609f8785c605e03efdce75f5,DEOGARH,ODISHA,TO
60a27769ff698a4c02457f66,BILASPUR (HP),HIMACHAL PRADESH,TO
60a77ce2b52c8a400cf78738,TIRUPUR,TAMIL NADU,FROM
60dadb514b5c505a58d73837,RUDRAPUR,UTTRAKHAND,FROM
60e84e56fe31d6226ca8e8bd,CHENGALPET,TAMIL NADU,TO
